,Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Market_Cap,Holiday,Weekend,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,season_1,season_2,season_3,season_4,N_tran,Diff,Block_Size,Mi_rev,Cost_tran
1045,2016-01-29,380.11,384.38,365.45,379.47,86125296.0,5745985821,0,0,0,0,0,0,1,0,0,1,0,0,0,231454.0,120033340651.0,0.815527412162,1434150.0,6.196263620419999
1046,2016-01-28,395.15,395.5,379.73,380.29,59247900.0,5756710303,0,0,0,0,0,1,0,0,0,1,0,0,0,226385.0,120033340651.0,0.727886461039,1537171.65,6.79007730194
1047,2016-01-27,392.44,396.84,391.78,394.97,47424400.0,5977545745,0,0,0,0,1,0,0,0,0,1,0,0,0,236175.0,120033340651.0,0.7503275670730001,1634415.64,6.9203583783200004
1048,2016-01-26,392.0,397.77,390.58,392.15,58147000.0,5933372928,0,0,0,1,0,0,0,0,0,1,0,0,0,210592.0,113354299801.0,0.651674352601,1691196.21,8.03067642645
1049,2016-01-25,402.32,402.32,388.55,391.73,59062400.0,5925345408,0,0,1,0,0,0,0,0,0,1,0,0,0,193572.0,113354299801.0,0.596757951807,1694688.25,8.75482120348
1050,2016-01-24,388.1,405.48,387.51,402.97,54824800.0,6093787908,0,1,0,0,0,0,0,0,1,1,0,0,0,200913.0,113354299801.0,0.609391340782,1754466.0,8.73246629138
1051,2016-01-23,382.43,394.54,381.98,387.49,56247400.0,5858059876,0,1,0,0,0,0,0,1,0,1,0,0,0,226106.0,113354299801.0,0.722907612121,1610297.5,7.121869830960001
1052,2016-01-22,409.75,410.41,375.28,382.49,91546600.0,5780764155,0,0,0,0,0,0,1,0,0,1,0,0,0,210240.0,113354299801.0,0.840713619403,1384752.0,6.586529680369999
1053,2016-01-21,419.63,422.88,406.3,410.26,68338000.0,6198658815,0,0,0,0,0,1,0,0,0,1,0,0,0,196033.0,113354299801.0,0.863243054795,1509187.68,7.698640943110001
1054,2016-01-20,379.74,425.27,376.6,420.23,121720000.0,6347836794,0,0,0,0,1,0,0,0,0,1,0,0,0,205735.0,113354299801.0,0.7521260402680001,1425654.9,6.92956910589
1055,2016-01-19,387.03,387.73,378.97,380.15,46819800.0,5740934168,0,0,0,1,0,0,0,0,0,1,0,0,0,213934.0,113354299801.0,0.665721045714,1700240.64,7.947500818010001
1056,2016-01-18,381.73,388.1,376.67,387.17,54403900.0,5845656048,1,0,1,0,0,0,0,0,0,1,0,0,0,192731.0,113354299801.0,0.745804992806,1352544.05,7.017781519319999
1057,2016-01-17,387.15,390.96,380.09,382.3,45319600.0,5770478451,0,1,0,0,0,0,0,0,1,1,0,0,0,190301.0,113354299801.0,0.7594235467630001,1300104.0,6.83182957525
1058,2016-01-16,365.07,390.56,354.91,387.54,120352000.0,5848063566,0,1,0,0,0,0,0,1,0,1,0,0,0,185105.0,113354299801.0,0.780627439024,1217938.2,6.579715296719999
1059,2016-01-15,430.26,430.26,364.33,364.33,153351008.0,5496598039,0,0,0,0,0,0,1,0,0,1,0,0,0,183390.0,113354299801.0,0.7364873712119999,1439090.8,7.84716069578
1060,2016-01-14,432.29,433.32,427.85,430.31,43945500.0,6490638885,0,0,0,0,0,1,0,0,0,1,0,0,0,191628.0,113354299801.0,0.661572366013,1657710.63,8.65067020477
1061,2016-01-13,434.67,435.19,424.44,432.37,173888000.0,6520360056,0,0,0,0,1,0,0,0,0,1,0,0,0,196656.0,103880340815.0,0.5888228977269999,1980490.44,10.0708365877
1062,2016-01-12,448.18,448.18,435.69,435.69,115607000.0,6568800100,1,0,0,1,0,0,0,0,0,1,0,0,0,179771.0,103880340815.0,0.640220341176,1914972.13,10.6522861307
1063,2016-01-11,448.7,450.66,443.86,448.43,40450000.0,6758931030,0,0,1,0,0,0,0,0,0,1,0,0,0,164687.0,103880340815.0,0.530182182353,1909014.72,11.591775428499998
1064,2016-01-10,448.24,448.31,440.35,447.99,35995900.0,6750440386,0,1,0,0,0,0,0,0,1,1,0,0,0,178374.0,103880340815.0,0.606929169811,1802400.6,10.1046150224
1065,2016-01-09,453.38,454.64,446.89,447.61,32278000.0,6742767343,0,1,0,0,0,0,0,1,0,1,0,0,0,190001.0,103880340815.0,0.623070194286,1971446.4,10.3759790738
1066,2016-01-08,457.54,462.93,447.94,453.23,56993000.0,6825700454,0,0,0,0,0,0,1,0,0,1,0,0,0,177873.0,103880340815.0,0.677849430556,1648782.14,9.26943459659
1067,2016-01-07,430.01,458.77,429.08,458.05,87562200.0,6896279078,1,0,0,0,0,1,0,0,0,1,0,0,0,177478.0,103880340815.0,0.684647463235,1477472.5,8.32482054114
1068,2016-01-06,431.86,431.86,426.34,429.11,34042500.0,6458942098,0,0,0,0,1,0,0,0,0,1,0,0,0,187012.0,103880340815.0,0.649576226994,1774245.2,9.48733343315
1069,2016-01-05,433.07,434.18,429.68,431.96,34522600.0,6500393256,0,0,0,1,0,0,0,0,0,1,0,0,0,170176.0,103880340815.0,0.5454968342859999,1906932.0,11.2056459195
1070,2016-01-04,430.06,434.52,429.08,433.09,38477500.0,6515713340,0,0,1,0,0,0,0,0,0,1,0,0,0,141064.0,103880340815.0,0.5257396510069999,1604631.24,11.3752001928
1071,2016-01-03,433.58,433.74,424.71,430.01,39633800.0,6467429942,0,1,0,0,0,0,0,0,1,1,0,0,0,142904.0,103880340815.0,0.578475175182,1498828.76,10.4883611375
1072,2016-01-02,434.62,436.06,431.87,433.44,30096600.0,6517390487,1,1,0,0,0,0,0,1,0,1,0,0,0,123623.0,103880340815.0,0.469414296296,1467328.02,11.8693772194
1073,2016-01-01,430.72,436.25,427.52,434.33,36278900.0,6529299589,1,0,0,0,0,0,1,0,0,1,0,0,0,164132.0,103880340815.0,0.579926861111,1557216.18,9.48758426145
1074,2015-12-31,425.88,432.92,418.73,430.57,45996600.0,6471217491,1,0,0,0,0,1,0,0,0,1,0,0,0,181836.0,93448670796.3,0.56486883237,1864368.0,10.2530192041
1075,2015-12-30,433.3,434.39,422.08,426.62,46889400.0,6410381455,0,0,0,0,1,0,0,0,0,1,0,0,0,187040.0,93448670796.3,0.657941046053,1652090.16,8.83281736527
1076,2015-12-29,422.1,432.98,420.63,432.98,51596500.0,6504194854,0,0,0,1,0,0,0,0,0,1,0,0,0,166837.0,93448670796.3,0.585629142857,1719238.9,10.304901790399999
1077,2015-12-28,423.34,429.77,418.48,422.28,49638600.0,6341733237,1,0,1,0,0,0,0,0,0,1,0,0,0,156554.0,93448670796.3,0.457474835897,2050872.46,13.100096196800001
1078,2015-12-27,416.51,424.01,408.88,422.82,53591200.0,6348296234,0,1,0,0,0,0,0,0,1,1,0,0,0,170904.0,93448670796.3,0.47727280107500003,1955357.22,11.4412607078
1079,2015-12-26,455.76,457.49,405.76,417.27,116166000.0,6262844602,1,1,0,0,0,0,0,1,0,1,0,0,0,184124.0,93448670796.3,0.652635067164,1537832.4,8.35215615563
1080,2015-12-25,454.86,458.3,452.08,455.65,39078500.0,6836936569,1,0,0,0,0,0,1,0,0,1,0,0,0,227189.0,93448670796.3,0.7291674295300001,1709121.75,7.522907138989999
1081,2015-12-24,443.09,458.46,443.08,454.98,57157200.0,6825070740,0,0,0,0,0,1,0,0,0,1,0,0,0,221289.0,93448670796.3,0.681074981818,1837989.6,8.305833547979999
1082,2015-12-23,436.72,444.53,436.62,442.4,47161400.0,6634776277,0,0,0,0,1,0,0,0,0,1,0,0,0,223130.0,93448670796.3,0.780452347518,1553396.74,6.96184618832
1083,2015-12-22,437.44,443.69,435.52,436.57,50840400.0,6545633139,0,0,0,1,0,0,0,0,0,1,0,0,0,222112.0,93448670796.3,0.7384723961040001,1706543.0,7.68325439418
1084,2015-12-21,442.84,444.73,427.31,438.64,77639696.0,6574990256,0,0,1,0,0,0,0,0,0,1,0,0,0,191441.0,93448670796.3,0.558967088757,1851709.86,9.67248321937
1085,2015-12-20,462.23,462.64,434.34,442.68,75409400.0,6633988873,0,1,0,0,0,0,0,0,1,1,0,0,0,216944.0,93448670796.3,0.6721773032260001,1803135.6,8.311525554980001
1086,2015-12-19,463.55,465.58,456.77,462.32,47892700.0,6926346391,0,1,0,0,0,0,0,1,0,1,0,0,0,214387.0,79102380900.2,0.6342352625,1852781.15,8.64222714064
1087,2015-12-18,455.85,465.18,454.94,463.62,60220100.0,6943912954,0,0,0,0,0,0,1,0,0,1,0,0,0,219600.0,79102380900.2,0.676203924528,1819000.68,8.28324535519
1088,2015-12-17,454.78,457.86,448.86,456.08,47978400.0,6829095335,0,0,0,0,0,1,0,0,0,1,0,0,0,222531.0,79102380900.2,0.6756485595239999,1926328.77,8.65645132588
1089,2015-12-16,465.21,465.21,443.85,454.93,107944000.0,6810202753,0,0,0,0,1,0,0,0,0,1,0,0,0,227706.0,79102380900.2,0.589143512953,2234910.72,9.814896050169999
1090,2015-12-15,443.88,465.32,443.88,465.32,83121104.0,6963784692,0,0,0,1,0,0,0,0,0,1,0,0,0,221499.0,79102380900.2,0.670941056818,1978018.4,8.93014596003
1091,2015-12-14,433.27,447.14,430.46,444.18,130496000.0,6645395797,0,0,1,0,0,0,0,0,0,1,0,0,0,186151.0,79102380900.2,0.6509350671140001,1648972.82,8.85825389066
1092,2015-12-13,431.66,441.68,426.27,433.76,55050600.0,6487293999,0,1,0,0,0,0,0,0,1,1,0,0,0,211456.0,79102380900.2,0.68788842515,1796268.96,8.49476467918
1093,2015-12-12,452.33,469.1,410.74,435.0,131969000.0,6504325267,0,1,0,0,0,0,0,1,0,1,0,0,0,211198.0,79102380900.2,0.600046308571,1961096.06,9.28558063997
1094,2015-12-11,415.28,451.94,415.28,451.94,110944000.0,6755795193,0,0,0,0,0,0,1,0,0,1,0,0,0,211452.0,79102380900.2,0.580618642857,2051183.4,9.70046819136
1095,2015-12-10,417.99,419.51,411.55,415.48,52138900.0,6209105142,0,0,0,0,0,1,0,0,0,1,0,0,0,222503.0,79102380900.2,0.643142887006,1847312.62,8.302416686519999
1096,2015-12-09,414.44,423.12,406.29,417.56,90917200.0,6238015413,0,0,0,0,1,0,0,0,0,1,0,0,0,192097.0,79102380900.2,0.667387415094,1582724.93,8.23919649969
1097,2015-12-08,395.75,415.56,389.95,415.56,57801400.0,6206381460,0,0,0,1,0,0,0,0,0,1,0,0,0,185788.0,79102380900.2,0.6495817880789999,1505973.06,8.1058683015
1098,2015-12-07,389.98,399.97,385.41,395.54,63455800.0,5905560136,0,0,1,0,0,0,0,0,0,1,0,0,0,179777.0,72722780642.5,0.572171406977,1688873.2,9.39426734232
1099,2015-12-06,389.55,402.81,387.09,388.78,77762000.0,5803305524,0,1,0,0,0,0,0,0,1,1,0,0,0,179777.0,72722780642.5,0.572171406977,1688873.2,9.39426734232
1100,2015-12-05,363.72,389.79,363.23,388.95,66282200.0,5804247032,0,1,0,0,0,0,0,1,0,1,0,0,0,200213.0,72722780642.5,0.623240821429,1598511.04,7.984052184419999
1101,2015-12-04,361.26,363.52,355.76,363.18,35784100.0,5418154665,0,0,0,0,0,0,1,0,0,1,0,0,0,170317.0,72722780642.5,0.664412569444,1316201.19,7.7279495881199995
1102,2015-12-03,359.33,370.27,357.41,361.05,50714900.0,5384892776,0,0,0,0,0,1,0,0,0,1,0,0,0,177277.0,72722780642.5,0.6674648775509999,1337791.88,7.54633641138
1103,2015-12-02,361.85,362.23,349.46,359.19,54160500.0,5355891235,0,0,0,0,1,0,0,0,0,1,0,0,0,184404.0,72722780642.5,0.536199416667,1736234.24,9.41538274658
1104,2015-12-01,377.41,378.93,356.56,362.49,60452200.0,5403653927,0,0,0,1,0,0,0,0,0,1,0,0,0,172183.0,72722780642.5,0.663142446667,1408908.46,8.18262232625
1105,2015-11-30,371.44,382.36,370.38,377.32,71701600.0,5623195997,0,0,1,0,0,0,0,0,0,0,0,0,1,130758.0,72722780642.5,0.455331987261,1436265.08,10.9841468973
1106,2015-11-29,357.47,371.94,355.67,371.29,40409300.0,5531872177,0,1,0,0,0,0,0,0,1,0,0,0,1,171602.0,72722780642.5,0.612602863014,1301570.64,7.58482208832
1107,2015-11-28,357.14,359.54,352.17,357.38,36816600.0,5323252537,0,1,0,0,0,0,0,1,0,0,0,0,1,156739.0,72722780642.5,0.570497926174,1348275.0,8.60203905856
1108,2015-11-27,351.86,363.59,347.87,358.04,55179100.0,5331719786,0,0,0,0,0,0,1,0,0,0,0,0,1,164730.0,72722780642.5,0.569060333333,1419492.0,8.617082498630001
1109,2015-11-26,328.3,366.76,328.23,352.68,106105000.0,5250750575,1,0,0,0,0,1,0,0,0,0,0,0,1,152463.0,72722780642.5,0.530170850649,1259375.0,8.260200835610002
1110,2015-11-25,320.05,329.13,316.77,328.21,41666900.0,4884886822,0,0,0,0,1,0,0,0,0,0,0,0,1,150056.0,72722780642.5,0.522624796053,1227886.4,8.18285440102
1111,2015-11-24,323.01,323.06,318.12,320.05,29362600.0,4762244474,0,0,0,1,0,0,0,0,0,0,0,0,1,142698.0,65848255179.7,0.552857575,1306072.25,9.15270185987
1112,2015-11-23,324.35,325.12,321.29,323.05,27478900.0,4805632296,0,0,1,0,0,0,0,0,0,0,0,0,1,126564.0,65848255179.7,0.40130741954000004,1409226.76,11.134499225699999
1113,2015-11-22,326.98,327.01,321.26,324.54,23439400.0,4826466938,0,1,0,0,0,0,0,0,1,0,0,0,1,158852.0,65848255179.7,0.482332157303,1456881.0,9.17131040214
1114,2015-11-21,322.09,328.16,319.6,326.93,28200500.0,4860628038,0,1,0,0,0,0,0,1,0,0,0,0,1,155128.0,65848255179.7,0.520788742138,1282480.0,8.26723737817
1115,2015-11-20,326.41,326.47,312.22,322.02,53152900.0,4786301542,0,0,0,0,0,0,1,0,0,0,0,0,1,154561.0,65848255179.7,0.589680107143,1159725.0,7.50334819262
1116,2015-11-19,334.68,335.33,325.27,326.15,45011100.0,4846272452,0,0,0,0,0,1,0,0,0,0,0,0,1,168587.0,65848255179.7,0.662569764286,1179974.88,6.999204446369999
1117,2015-11-18,334.59,336.53,330.64,334.59,43783800.0,4970560298,0,0,0,0,1,0,0,0,0,0,0,0,1,158254.0,65848255179.7,0.549028975155,1360933.45,8.59967804921
1118,2015-11-17,330.36,338.35,329.61,335.09,51001600.0,4976765824,0,0,0,1,0,0,0,0,0,0,0,0,1,150942.0,65848255179.7,0.47920073295500004,1457241.0,9.654310927380001
1119,2015-11-16,319.73,331.63,315.9,330.75,47980100.0,4911040461,0,0,1,0,0,0,0,0,0,0,0,0,1,138467.0,65848255179.7,0.5086442965519999,1175537.51,8.489658257919999
1120,2015-11-15,333.05,334.66,317.49,320.17,44213100.0,4752464063,0,1,0,0,0,0,0,0,1,0,0,0,1,156065.0,65848255179.7,0.531593092105,1269517.5,8.13454329927
1121,2015-11-14,336.62,338.18,329.97,332.91,38612000.0,4940266781,0,1,0,0,0,0,0,1,0,0,0,0,1,156988.0,65848255179.7,0.493198628743,1395572.2,8.88967437002
1122,2015-11-13,338.5,340.91,326.08,336.75,52003000.0,4996160115,0,0,0,0,0,0,1,0,0,0,0,0,1,154219.0,65848255179.7,0.547871479452,1218630.0,7.90194463717
1123,2015-11-12,314.08,345.08,313.36,338.15,78477800.0,5015563456,0,0,0,0,0,1,0,0,0,0,0,0,1,171159.0,65848255179.7,0.564048615819,1380604.5,8.0662103658
1124,2015-11-11,339.82,340.58,301.0,311.08,107070000.0,4612831323,1,0,0,0,1,0,0,0,0,0,0,0,1,154030.0,62253982449.8,0.55996806993,1273595.16,8.2684876972
1125,2015-11-10,379.98,381.39,329.11,336.82,95797904.0,4993021697,0,0,0,1,0,0,0,0,0,0,0,0,1,152795.0,62253982449.8,0.6068811496600001,1402696.4,9.18025066265
1126,2015-11-09,374.32,385.28,362.89,380.26,68224400.0,5635560843,0,0,1,0,0,0,0,0,0,0,0,0,1,134785.0,62253982449.8,0.564960357143,1344441.24,9.9747096487
1127,2015-11-08,384.28,389.89,368.7,373.37,51817600.0,5532072311,0,1,0,0,0,0,0,0,1,0,0,0,1,161595.0,62253982449.8,0.544952944785,1589032.76,9.83342776695
1128,2015-11-07,374.27,390.59,372.43,386.48,56625100.0,5725035162,0,1,0,0,0,0,0,1,0,0,0,0,1,165214.0,62253982449.8,0.670328883212,1342629.66,8.1266094883
1129,2015-11-06,388.05,395.84,354.02,374.47,122687000.0,5545657295,0,0,0,0,0,0,1,0,0,0,0,0,1,189326.0,62253982449.8,0.768430583893,1504000.0,7.9439696608000006
1130,2015-11-05,408.08,447.56,374.58,386.35,151824992.0,5720251077,1,0,0,0,0,1,0,0,0,0,0,0,1,211121.0,62253982449.8,0.773893503226,1713673.05,8.11701843966
1131,2015-11-04,403.66,495.56,380.55,411.56,263900000.0,6092006971,0,0,0,0,1,0,0,0,0,0,0,0,1,178027.0,62253982449.8,0.6632265,1628638.0,9.14826402737
1132,2015-11-03,361.87,417.9,357.65,403.42,206162000.0,5969855535,0,0,0,1,0,0,0,0,0,0,0,0,1,159656.0,62253982449.8,0.598349689655,1245221.95,7.79940591021
1133,2015-11-02,325.94,365.36,323.21,361.19,101918000.0,5343556482,0,0,1,0,0,0,0,0,0,0,0,0,1,156648.0,62253982449.8,0.5353535911949999,1246623.0,7.9581162862
1134,2015-11-01,315.01,327.47,311.88,325.43,37001100.0,4813287206,0,1,0,0,0,0,0,0,1,0,0,0,1,155292.0,62253982449.8,0.515852118421,1190201.76,7.664282512939999
1135,2015-10-31,328.51,332.78,309.25,314.17,48598100.0,4645486246,0,1,0,0,0,0,0,1,0,0,0,0,1,164938.0,62253982449.8,0.552608969512,1360583.6,8.24906085923
1136,2015-10-30,313.94,334.17,313.94,328.02,78305000.0,4849062146,0,0,0,0,0,0,1,0,0,0,0,0,1,165622.0,62253982449.8,0.5983270135140001,1158573.88,6.995289756189999
1137,2015-10-29,304.32,318.17,301.82,313.86,64495900.0,4638392428,0,0,0,0,0,1,0,0,0,0,0,0,1,154774.0,60883825480.1,0.576889411765,1024800.6,6.6212710145099996
1138,2015-10-28,293.7,306.33,293.7,304.62,50808100.0,4500730950,0,0,0,0,1,0,0,0,0,0,0,0,1,141609.0,60883825480.1,0.532480018987,1173025.4,8.283551186719999
1139,2015-10-27,285.18,296.21,285.01,293.79,46331800.0,4339689442,0,0,0,1,0,0,0,0,0,0,0,0,1,126041.0,60883825480.1,0.501171947368,1089933.75,8.647454003060002
1140,2015-10-26,283.63,285.3,280.51,285.3,32108800.0,4213260473,0,0,1,0,0,0,0,0,0,0,0,0,1,128209.0,60883825480.1,0.509111322581,1150243.99,8.971632178710001
1141,2015-10-25,281.45,294.06,281.45,283.68,45717100.0,4188180600,0,1,0,0,0,0,0,0,1,0,0,0,1,140827.0,60883825480.1,0.573187633094,980489.7,6.96237014209
1142,2015-10-24,276.5,281.71,276.5,281.65,25942400.0,4157184875,0,1,0,0,0,0,0,1,0,0,0,0,1,146222.0,60883825480.1,0.5201101363639999,1075873.54,7.357808948039999
1143,2015-10-23,273.65,278.68,273.54,276.5,29442500.0,4080023363,0,0,0,0,0,0,1,0,0,0,0,0,1,149891.0,60883825480.1,0.524851579618,1083198.3,7.22657330994
1144,2015-10-22,266.5,276.51,266.14,274.02,37808600.0,4042524308,0,0,0,0,0,1,0,0,0,0,0,0,1,161031.0,60883825480.1,0.643368337931,983560.5,6.10789537418
1145,2015-10-21,269.31,270.77,263.84,266.27,25637300.0,3927192474,0,0,0,0,1,0,0,0,0,0,0,0,1,138080.0,60883825480.1,0.6125390000000001,864439.2,6.26042294322
1146,2015-10-20,263.57,270.83,263.23,269.46,30889800.0,3973292564,0,0,0,1,0,0,0,0,0,0,0,0,1,136583.0,60883825480.1,0.5130747469879999,1103132.16,8.07664321328
1147,2015-10-19,261.86,264.82,260.95,263.44,25258800.0,3883581668,0,0,1,0,0,0,0,0,0,0,0,0,1,120858.0,60883825480.1,0.517376356643,944259.12,7.81296331232
1148,2015-10-18,270.91,271.67,260.78,261.64,22434300.0,3856061829,0,1,0,0,0,0,0,0,1,0,0,0,1,120858.0,60883825480.1,0.517376356643,944259.12,7.81296331232
1149,2015-10-17,262.75,273.58,262.37,270.64,43199600.0,3987684186,0,1,0,0,0,0,0,1,0,0,0,0,1,139308.0,60883825480.1,0.654771526718,888738.21,6.3796638384
1150,2015-10-16,254.3,266.14,253.93,262.87,35901500.0,3872283809,0,0,0,0,0,0,1,0,0,0,0,0,1,143885.0,60883825480.1,0.5253024838710001,1023533.62,7.11355332384
1151,2015-10-15,252.11,255.96,252.05,254.32,25223500.0,3745440578,0,0,0,0,0,1,0,0,0,0,0,0,1,157228.0,60883825480.1,0.568599613497,1045411.92,6.64901874984
1152,2015-10-14,249.49,254.27,248.9,251.99,27462600.0,3710065546,0,0,0,0,1,0,0,0,0,0,0,0,1,136259.0,60813224039.4,0.491136552632,974099.6,7.14888264261
1153,2015-10-13,245.2,250.24,243.76,249.51,28198500.0,3672589342,0,0,0,1,0,0,0,0,0,0,0,0,1,133757.0,60813224039.4,0.5789778358209999,842332.5,6.29748349619
1154,2015-10-12,246.88,247.45,245.18,245.31,17388300.0,3609927997,1,0,1,0,0,0,0,0,0,0,0,0,1,126927.0,60813224039.4,0.5588687714289999,868877.49,6.845489848500001
1155,2015-10-11,244.74,247.24,244.15,247.05,16827300.0,3634686068,0,1,0,0,0,0,0,0,1,0,0,0,1,105878.0,60813224039.4,0.5901196,935013.52,8.83104629857
1156,2015-10-10,243.74,245.32,243.07,244.94,15912700.0,3602763687,0,1,0,0,0,0,0,1,0,0,0,0,1,128618.0,60813224039.4,0.626499073826,921712.5,7.166279214419999
1157,2015-10-09,242.5,244.23,242.12,243.93,17353100.0,3586932176,0,0,0,0,0,0,1,0,0,0,0,0,1,119490.0,60813224039.4,0.583549917293,819523.44,6.858510670349999
1158,2015-10-08,243.07,244.25,242.18,242.3,18515300.0,3562238314,0,0,0,0,0,1,0,0,0,0,0,0,1,139590.0,60813224039.4,0.6955074963500001,841733.41,6.03004090551
1159,2015-10-07,246.17,246.68,242.59,242.97,22999200.0,3571170510,0,0,0,0,1,0,0,0,0,0,0,0,1,139516.0,60813224039.4,0.674966711111,834095.25,5.9784917142100005
1160,2015-10-06,240.36,246.93,240.14,246.06,27535100.0,3615828118,0,0,0,1,0,0,0,0,0,0,0,0,1,142346.0,60813224039.4,0.465399651007,924519.16,6.49487277479
1161,2015-10-05,238.15,240.38,237.04,240.38,23335900.0,3531508720,0,0,1,0,0,0,0,0,0,0,0,0,1,117528.0,60813224039.4,0.418199,890376.84,7.57586992036
1162,2015-10-04,238.53,238.97,237.94,238.26,12999000.0,3499387367,0,1,0,0,0,0,0,0,1,0,0,0,1,100858.0,60813224039.4,0.36558856953599994,908309.71,9.00582710345
1163,2015-10-03,237.2,239.32,236.94,238.73,16482700.0,3505385987,0,1,0,0,0,0,0,1,0,0,0,0,1,132880.0,60813224039.4,0.439540934211,914586.08,6.882797110169999
1164,2015-10-02,237.26,238.54,236.6,237.29,19677900.0,3483431578,0,0,0,0,0,0,1,0,0,0,0,0,1,135941.0,60813224039.4,0.547095784,748769.22,5.508045549169999
1165,2015-10-01,236.0,238.45,235.62,237.55,20488800.0,3486370082,1,0,0,0,0,1,0,0,0,0,0,0,1,135885.0,60813224039.4,0.45193961038999997,927003.42,6.8219701953900005
1166,2015-09-30,236.64,237.73,235.63,236.06,19743500.0,3463625759,0,0,0,0,1,0,0,0,0,0,0,0,1,141351.0,59335351233.9,0.532548735484,928562.73,6.56919816627
1167,2015-09-29,239.02,239.8,235.93,236.69,22691300.0,3471967520,0,0,0,1,0,0,0,0,0,0,0,0,1,139440.0,59335351233.9,0.434677213873,1033908.0,7.414716006880001
1168,2015-09-28,232.84,239.34,232.47,239.14,24713000.0,3506933730,0,0,1,0,0,0,0,0,0,0,0,0,1,130885.0,59335351233.9,0.5243855179860001,836290.0,6.38950223479
1169,2015-09-27,234.14,234.53,232.48,232.76,14179900.0,3412467834,1,1,0,0,0,0,0,0,1,0,0,0,1,107256.0,59335351233.9,0.42625382638899995,842917.0,7.85892630715
1170,2015-09-26,235.08,235.4,233.36,234.34,13724100.0,3434809258,0,1,0,0,0,0,0,1,0,0,0,0,1,130740.0,59335351233.9,0.44615375925899997,961315.83,7.35288228545
1171,2015-09-25,234.36,237.43,233.68,235.14,22363600.0,3445723754,0,0,0,0,0,0,1,0,0,0,0,0,1,124822.0,59335351233.9,0.474493386207,853501.1,6.83774574995
1172,2015-09-24,230.36,235.65,230.29,234.53,25097800.0,3435744312,0,0,0,0,0,1,0,0,0,0,0,0,1,134964.0,59335351233.9,0.50182222,868521.15,6.43520605495
1173,2015-09-23,230.94,231.84,229.59,230.28,17254100.0,3372747846,0,0,0,0,1,0,0,0,0,0,0,0,1,136822.0,59335351233.9,0.50275883125,923685.18,6.75099896216
1174,2015-09-22,226.97,232.39,225.12,230.62,25009300.0,3376737583,0,0,0,1,0,0,0,0,0,0,0,0,1,124667.0,59335351233.9,0.553837363636,753538.56,6.04441079035
1175,2015-09-21,231.22,231.22,226.52,227.09,19678800.0,3324121324,0,0,1,0,0,0,0,0,0,0,0,0,1,105933.0,59335351233.9,0.475198641667,695204.0,6.56267640867
1176,2015-09-20,231.4,232.37,230.91,231.21,14444700.0,3383764499,0,1,0,0,0,0,0,0,1,0,0,0,1,117999.0,59335351233.9,0.461650856061,766418.62,6.49512809431
1177,2015-09-19,232.86,233.21,231.09,231.49,12712600.0,3387141915,0,1,0,0,0,0,0,1,0,0,0,0,1,188330.0,59335351233.9,0.617110090278,844821.74,4.48585854617
1178,2015-09-18,233.52,234.35,232.18,232.98,20242200.0,3408098085,0,0,0,0,0,0,1,0,0,0,0,0,1,241346.0,56957648455.0,0.688808609929,830934.0,3.44291597955
1179,2015-09-17,229.08,230.29,228.93,229.81,18935400.0,3360247349,0,0,0,0,0,1,0,0,0,0,0,0,1,169059.0,56957648455.0,0.698806744966,854930.72,5.05699619659
1180,2015-09-16,230.25,231.21,227.4,229.09,20144200.0,3349613966,0,0,0,0,1,0,0,0,0,0,0,0,1,165993.0,56957648455.0,0.6935994846629999,943920.0,5.686504852610001
1181,2015-09-15,230.49,259.18,229.82,230.3,19177800.0,3366532054,0,0,0,1,0,0,0,0,0,0,0,0,1,163531.0,56957648455.0,0.7009255283020001,924674.4,5.654428823890001
1182,2015-09-14,230.61,232.44,227.96,230.64,20997800.0,3370579521,0,0,1,0,0,0,0,0,0,0,0,0,1,139320.0,56957648455.0,0.632981628571,810256.5,5.81579457364
1183,2015-09-13,235.24,235.93,229.33,230.51,18478800.0,3367774557,0,1,0,0,0,0,0,0,1,0,0,0,1,153538.0,56957648455.0,0.703050963235,808141.81,5.26346448436
1184,2015-09-12,239.85,240.12,234.75,235.23,17962600.0,3435801820,0,1,0,0,0,0,0,1,0,0,0,0,1,165288.0,56957648455.0,0.652206179191,1044415.29,6.31876052708
1185,2015-09-11,238.33,241.17,238.33,240.11,19224700.0,3506204486,0,0,0,0,0,0,1,0,0,0,0,0,1,122783.0,56957648455.0,0.738044627219,1019359.04,8.30211869721
1186,2015-09-10,238.34,241.29,235.79,238.48,21215500.0,3481466104,0,0,0,0,0,1,0,0,0,0,0,0,1,128619.0,56957648455.0,0.711985134752,852524.08,6.628290377000001
1187,2015-09-09,243.41,244.42,237.82,238.17,23635700.0,3475960739,0,0,0,0,1,0,0,0,0,0,0,0,1,126751.0,56957648455.0,0.643196784173,851509.24,6.717968615630001
1188,2015-09-08,239.85,245.78,239.68,243.61,26879200.0,3554439286,0,0,0,1,0,0,0,0,0,0,0,0,1,119041.0,56957648455.0,0.482218161765,826486.75,6.94287472383
1189,2015-09-07,239.93,242.11,238.72,239.85,21192200.0,3498762116,1,0,1,0,0,0,0,0,0,0,0,0,1,106101.0,56957648455.0,0.367944616352,959839.2,9.04646704555
